store,sub_store,url,rpc,title,review_id,creation_date,username,review_text,review_rating,variant_1,variant_2,device,job_id,download_time
Tmall,,https://detail.tmall.com/item.htm?id=18144234148,18144234148,【雀巢官方】雀巢妈妈孕产妇配方奶粉（孕期和哺乳期适用）900g*2-tmall.com天猫,341768763588,2018-02-28 21:51:39,z***杰,这个总体来说还行，因为以前吃的是三百多一罐的惠氏，感觉没有惠氏的奶味足，没惠氏的厚重,,,,,65398855,2018-03-12 16:01:31
Tmall,,https://detail.tmall.com/item.htm?id=18144234148,18144234148,【雀巢官方】雀巢妈妈孕产妇配方奶粉（孕期和哺乳期适用）900g*2-tmall.com天猫,341734646413,2018-02-28 17:03:24,泡***小,宝贝还不错，吸奶不疼，声音不大，物有所值,,,,,65398855,2018-03-12 16:01:31
Tmall,,https://detail.tmall.com/item.htm?id=18144234148,18144234148,【雀巢官方】雀巢妈妈孕产妇配方奶粉（孕期和哺乳期适用）900g*2-tmall.com天猫,341364759991,2018-02-22 11:34:50,j***9,口感还行，没有添加蔗糖，味道比安满显得腻一些,,,,,65398855,2018-03-12 16:01:31
Tmall,,https://detail.tmall.com/item.htm?id=18144234148,18144234148,【雀巢官方】雀巢妈妈孕产妇配方奶粉（孕期和哺乳期适用）900g*2-tmall.com天猫,341172275183,2018-02-18 11:32:16,杰***s,雀巢妈妈奶粉已收到，和实体店里买的一样，旗舰店购买方便实惠，满意，好评~雀巢妈妈奶粉已收到，和实体店里买的一样，旗舰店购买方便实惠，满意，好评~,,,,,65398855,2018-03-12 16:01:31
Tmall,,https://detail.tmall.com/item.htm?id=18144234148,18144234148,【雀巢官方】雀巢妈妈孕产妇配方奶粉（孕期和哺乳期适用）900g*2-tmall.com天猫,341150990817,2018-02-18 10:18:34,c***3,已经是第二次购买，很不错！ 客服耐心，并送了精美礼品！,,,,,65398855,2018-03-12 16:01:31
Tmall,,https://detail.tmall.com/item.htm?id=18144234148,18144234148,【雀巢官方】雀巢妈妈孕产妇配方奶粉（孕期和哺乳期适用）900g*2-tmall.com天猫,340757382342,2018-02-11 16:27:52,l***1,喝着还行，只长胎不长肉,,,,,65398855,2018-03-12 16:01:31
Tmall,,https://detail.tmall.com/item.htm?id=18144234148,18144234148,【雀巢官方】雀巢妈妈孕产妇配方奶粉（孕期和哺乳期适用）900g*2-tmall.com天猫,340740144797,2018-02-11 11:55:22,漫***9,折扣的时候买的，很便宜,,,,,65398855,2018-03-12 16:01:31
Tmall,,https://detail.tmall.com/item.htm?id=18144234148,18144234148,【雀巢官方】雀巢妈妈孕产妇配方奶粉（孕期和哺乳期适用）900g*2-tmall.com天猫,340587729172,2018-02-09 21:52:07,陈***5,不易容解，哺乳期吃，希望能多增奶！好再追评，奶发货后到货挺快的,,,,,65398855,2018-03-12 16:01:31
Tmall,,https://detail.tmall.com/item.htm?id=18144234148,18144234148,【雀巢官方】雀巢妈妈孕产妇配方奶粉（孕期和哺乳期适用）900g*2-tmall.com天猫,340545937714,2018-02-09 07:39:30,我***0,挺好喝的,,,,,65398855,2018-03-12 16:01:31
Tmall,,https://detail.tmall.com/item.htm?id=18144234148,18144234148,【雀巢官方】雀巢妈妈孕产妇配方奶粉（孕期和哺乳期适用）900g*2-tmall.com天猫,340336908675,2018-02-07 12:15:41,r***4,喝了马上就拉肚子拉了一晚上。我老公喝了也拉肚子！,,,,,65398855,2018-03-12 16:01:31
