product_description,Brand,Stage,rpc,review_rating,url,Store,Sub-store,review_date,Month,review_text,Deep,ReviewID
自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12,,,945015838,5,http://product.suning.com/0000000000/945015838.html,Suning,,2017-12-03 22:59:32,,东西不错质量好经济实惠！物流非常给力，店家服务态度很好，经常光顾，直接送货上门。,,
自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12,,,945015838,5,http://product.suning.com/0000000000/945015838.html,Suning,,2017-12-04 16:01:34,,苏宁自营的产品质量上很让人放心，价格相比别的电商也是有优势的，希望能够继续保证质量，保证安全，保证速度！,,
自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12,,,945015838,5,http://product.suning.com/0000000000/945015838.html,Suning,,2017-12-04 15:12:45,,快喝完了，今天想继续买两罐，怎么缺货了？及几时补货？,,
自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12,,,945015838,5,http://product.suning.com/0000000000/945015838.html,Suning,,2017-12-02 20:55:29,,比超市便宜几十块钱，一直信赖苏宁，很不错,,
自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12,,,945015838,5,http://product.suning.com/0000000000/945015838.html,Suning,,2017-12-01 23:34:34,,正品，一直给宝宝喝这个牌子的奶粉，不上火，很不错～,,
自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12,,,945015838,5,http://product.suning.com/0000000000/945015838.html,Suning,,2017-12-06 14:30:40,,一直在苏宁易购买奶粉老大老二都在这里买,,
自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12,,,945015838,5,http://product.suning.com/0000000000/945015838.html,Suning,,2017-12-06 14:26:26,,是正品，就是奶粉日期不新,,
自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12,,,945015838,5,http://product.suning.com/0000000000/945015838.html,Suning,,2017-12-04 13:40:34,,早产奶换一段，先买了一盒，试喝完了，没啥事继续购买,,
自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12,,,945015838,5,http://product.suning.com/0000000000/945015838.html,Suning,,2017-12-04 20:54:52,,方便，实惠，快捷，相信苏宁,,
自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12,,,945015838,5,http://product.suning.com/0000000000/945015838.html,Suning,,2017-12-03 21:34:24,,东西不错，价格有点贵,,
自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12,,,945015838,5,http://product.suning.com/0000000000/945015838.html,Suning,,2017-12-03 21:33:56,,东西不错，价格有点贵,,
自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12,,,945015838,5,http://product.suning.com/0000000000/945015838.html,Suning,,2017-12-06 18:35:07,,宝宝吃的还可以,,
自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12,,,945015838,5,http://product.suning.com/0000000000/945015838.html,Suning,,2017-12-06 17:44:07,,棒棒哒,,
自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12,,,945015838,5,http://product.suning.com/0000000000/945015838.html,Suning,,2017-12-06 14:28:50,,是正品就是不新鲜,,
自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12,,,945015838,5,http://product.suning.com/0000000000/945015838.html,Suning,,2017-12-05 22:39:33,,过敏体质奶粉，易吸收,,
自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12,,,945015838,5,http://product.suning.com/0000000000/945015838.html,Suning,,2017-12-05 00:07:20,,嗯,,
自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12,,,945015838,5,http://product.suning.com/0000000000/945015838.html,Suning,,2017-12-04 23:19:02,,可以,,
自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12,,,945015838,5,http://product.suning.com/0000000000/945015838.html,Suning,,2017-12-07 11:01:53,,非常好,,
自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12,,,945015838,5,http://product.suning.com/0000000000/945015838.html,Suning,,2017-12-06 00:21:32,,挺好,,
自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12,,,945015838,5,http://product.suning.com/0000000000/945015838.html,Suning,,2017-12-01 20:25:11,,物流不给力，不是蜗牛，是冬眠了,,
自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12,,,945015838,5,http://product.suning.com/0000000000/945015838.html,Suning,,2017-12-01 12:03:27,,一直给宝宝喝这个品牌的，不错，值得推荐,,
自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12,,,945015838,5,http://product.suning.com/0000000000/945015838.html,Suning,,2017-12-03 10:53:56,,挺好的～,,
自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12,,,945015838,5,http://product.suning.com/0000000000/945015838.html,Suning,,2017-12-05 20:53:54,,好好好,,
自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12,,,945015838,5,http://product.suning.com/0000000000/945015838.html,Suning,,2017-12-01 23:57:40,,1111好,,
自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口,,,600017406,5,http://product.suning.com/0000000000/600017406.html,Suning,,2017-12-03 22:59:32,,东西不错质量好经济实惠！物流非常给力，店家服务态度很好，经常光顾，直接送货上门。,,
自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口,,,600017406,5,http://product.suning.com/0000000000/600017406.html,Suning,,2017-12-04 16:01:34,,苏宁自营的产品质量上很让人放心，价格相比别的电商也是有优势的，希望能够继续保证质量，保证安全，保证速度！,,
自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口,,,600017406,5,http://product.suning.com/0000000000/600017406.html,Suning,,2017-12-04 15:12:45,,快喝完了，今天想继续买两罐，怎么缺货了？及几时补货？,,
自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口,,,600017406,5,http://product.suning.com/0000000000/600017406.html,Suning,,2017-12-02 20:55:29,,比超市便宜几十块钱，一直信赖苏宁，很不错,,
自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口,,,600017406,5,http://product.suning.com/0000000000/600017406.html,Suning,,2017-12-01 23:34:34,,正品，一直给宝宝喝这个牌子的奶粉，不上火，很不错～,,
自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口,,,600017406,5,http://product.suning.com/0000000000/600017406.html,Suning,,2017-12-06 14:30:40,,一直在苏宁易购买奶粉老大老二都在这里买,,
自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口,,,600017406,5,http://product.suning.com/0000000000/600017406.html,Suning,,2017-12-06 14:26:26,,是正品，就是奶粉日期不新,,
自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口,,,600017406,5,http://product.suning.com/0000000000/600017406.html,Suning,,2017-12-04 13:40:34,,早产奶换一段，先买了一盒，试喝完了，没啥事继续购买,,
自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口,,,600017406,5,http://product.suning.com/0000000000/600017406.html,Suning,,2017-12-04 20:54:52,,方便，实惠，快捷，相信苏宁,,
自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口,,,600017406,5,http://product.suning.com/0000000000/600017406.html,Suning,,2017-12-03 21:34:24,,东西不错，价格有点贵,,
自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口,,,600017406,5,http://product.suning.com/0000000000/600017406.html,Suning,,2017-12-03 21:33:56,,东西不错，价格有点贵,,
自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口,,,600017406,5,http://product.suning.com/0000000000/600017406.html,Suning,,2017-12-06 18:35:07,,宝宝吃的还可以,,
自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口,,,600017406,5,http://product.suning.com/0000000000/600017406.html,Suning,,2017-12-06 17:44:07,,棒棒哒,,
自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口,,,600017406,5,http://product.suning.com/0000000000/600017406.html,Suning,,2017-12-06 14:28:50,,是正品就是不新鲜,,
自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口,,,600017406,5,http://product.suning.com/0000000000/600017406.html,Suning,,2017-12-05 22:39:33,,过敏体质奶粉，易吸收,,
自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口,,,600017406,5,http://product.suning.com/0000000000/600017406.html,Suning,,2017-12-05 00:07:20,,嗯,,
